Increments,Abscissas in mm,Ordinates in mm,Grey values
3057,2.493,6.331,28556
3058,2.494,6.324,29236
3059,2.494,6.318,30060
3060,2.494,6.311,31045
3061,2.495,6.305,32206
3062,2.495,6.298,33545
3063,2.495,6.292,35054
3064,2.495,6.285,36706
3065,2.496,6.279,38466
3066,2.496,6.272,40296
3067,2.497,6.266,42156
3068,2.497,6.259,44006
3069,2.497,6.253,45798
3070,2.498,6.246,47470
3071,2.498,6.240,48955
3072,2.498,6.233,50191
3073,2.499,6.227,51372
3074,2.499,6.220,51921
3075,2.500,6.214,52242
3076,2.500,6.207,52387
3077,2.501,6.201,52389
3078,2.501,6.194,52254
3079,2.502,6.188,51963
3080,2.502,6.181,51488
3081,2.503,6.175,50811
3082,2.503,6.168,49937
3083,2.504,6.162,48894
3084,2.504,6.155,47732
3085,2.505,6.149,46510
3086,2.505,6.142,44235
3087,2.506,6.136,43073
3088,2.506,6.129,42067
3089,2.507,6.123,41254
3090,2.508,6.116,40648
3091,2.508,6.110,40252
3092,2.509,6.103,40063
3093,2.510,6.097,40077
3094,2.510,6.090,40288
3095,2.511,6.084,40693
3096,2.512,6.077,40541
3097,2.512,6.071,41355
3098,2.513,6.064,42378
3099,2.514,6.058,43584
3100,2.514,6.051,44928
3101,2.515,6.045,46345
3102,2.516,6.038,47762
3103,2.517,6.032,49099
3104,2.517,6.025,50284
3105,2.518,6.019,51018
3106,2.519,6.012,51812
3107,2.520,6.006,52351
3108,2.520,5.999,52668
3109,2.521,5.992,52804
3110,2.522,5.986,52790
3111,2.523,5.979,52616
3112,2.524,5.973,52242
3113,2.525,5.966,51363
3114,2.525,5.960,50364
3115,2.526,5.953,49068
3116,2.527,5.947,47530
3117,2.528,5.940,45839
3118,2.529,5.934,44085
3119,2.530,5.927,42350
3120,2.531,5.921,40701
3121,2.532,5.914,38879
3122,2.533,5.908,37581
3123,2.534,5.901,36480
3124,2.535,5.895,35590
3125,2.536,5.888,34910
3126,2.537,5.882,34427
3127,2.538,5.875,33982
3128,2.539,5.869,33831
3129,2.540,5.862,33798
3130,2.541,5.856,33872
3131,2.542,5.849,34061
3132,2.543,5.843,34392
3133,2.544,5.836,34894
3134,2.545,5.830,35617
3135,2.546,5.823,36543
3136,2.547,5.817,37648
3137,2.548,5.810,38894
3138,2.549,5.804,40236
3139,2.551,5.797,41766
3140,2.552,5.791,43114
3141,2.553,5.784,44347
3142,2.554,5.778,45387
3143,2.555,5.771,46180
3144,2.556,5.765,46710
3145,2.558,5.758,46972
3146,2.559,5.752,47015
3147,2.560,5.745,46862
3148,2.561,5.739,46494
3149,2.563,5.732,45886
3150,2.564,5.726,44835
3151,2.565,5.719,43750
3152,2.566,5.713,42534
3153,2.568,5.706,41256
3154,2.569,5.700,39970
3155,2.570,5.693,38472
3156,2.572,5.687,37322
3157,2.573,5.680,36295
3158,2.574,5.674,35427
3159,2.576,5.667,34739
3160,2.577,5.661,34147
3161,2.578,5.654,33839
3162,2.580,5.648,33660
3163,2.581,5.641,33585
3164,2.583,5.635,33602
3165,2.584,5.628,33740
3166,2.586,5.622,33998
3167,2.587,5.615,34405
3168,2.588,5.609,34986
3169,2.590,5.602,35909
3170,2.591,5.596,36912
3171,2.593,5.589,38111
3172,2.594,5.583,39492
3173,2.596,5.576,41022
3174,2.598,5.570,42918
3175,2.599,5.563,44569
3176,2.601,5.557,46157
3177,2.602,5.550,47600
3178,2.604,5.544,48971
3179,2.605,5.537,49900
3180,2.607,5.531,50575
3181,2.609,5.524,51022
3182,2.610,5.518,51249
3183,2.612,5.511,51352
3184,2.614,5.505,51339
3185,2.615,5.498,51204
3186,2.617,5.491,50736
3187,2.619,5.485,50200
3188,2.620,5.478,49421
3189,2.622,5.472,48388
3190,2.624,5.465,46624
3191,2.625,5.459,45105
3192,2.627,5.452,43458
3193,2.629,5.446,41090
3194,2.631,5.439,39370
3195,2.632,5.433,37709
3196,2.634,5.426,36151
3197,2.636,5.420,34152
3198,2.638,5.413,32949
3199,2.640,5.407,31918
3200,2.642,5.400,31060
3201,2.643,5.394,30019
3202,2.645,5.387,29544
3203,2.647,5.381,29212
3204,2.649,5.374,28774
3205,2.651,5.368,28714
3206,2.653,5.361,28744
3207,2.655,5.355,28717
3208,2.657,5.348,28973
3209,2.659,5.342,29350
3210,2.661,5.335,29871
3211,2.663,5.329,30618
3212,2.665,5.322,31555
3213,2.667,5.316,32674
3214,2.669,5.309,34241
3215,2.671,5.303,35760
3216,2.673,5.296,37398
3217,2.675,5.290,39537
3218,2.677,5.283,41310
3219,2.679,5.277,43038
3220,2.681,5.270,45054
3221,2.683,5.264,46493
3222,2.685,5.257,47723
3223,2.687,5.251,48916
3224,2.689,5.244,49624
3225,2.691,5.238,50123
3226,2.694,5.231,50445
3227,2.696,5.225,50567
3228,2.698,5.218,50603
3229,2.700,5.212,50534
3230,2.702,5.205,50086
3231,2.705,5.199,49635
3232,2.707,5.192,48426
3233,2.709,5.186,47382
3234,2.711,5.179,46098
3235,2.714,5.173,43728
3236,2.716,5.166,42009
3237,2.718,5.160,40193
3238,2.720,5.153,37436
3239,2.723,5.147,35621
3240,2.725,5.140,33889
3241,2.727,5.134,31578
3242,2.730,5.127,30183
3243,2.732,5.121,28959
3244,2.735,5.114,27482
3245,2.737,5.108,26671
3246,2.739,5.101,25753
3247,2.742,5.095,25273
3248,2.744,5.088,24899
3249,2.747,5.082,24475
3250,2.749,5.075,24258
3251,2.752,5.069,24085
3252,2.754,5.062,23870
3253,2.757,5.056,23760
3254,2.759,5.049,23640
3255,2.762,5.043,23576
3256,2.764,5.036,23535
3257,2.767,5.030,23523
3258,2.769,5.023,23531
3259,2.772,5.017,23603
3260,2.775,5.010,23659
3261,2.777,5.004,23733
3262,2.780,4.997,23898
3263,2.782,4.990,24013
3264,2.785,4.984,24269
3265,2.788,4.977,24431
3266,2.790,4.971,24611
3267,2.793,4.964,24968
3268,2.796,4.958,25177
3269,2.798,4.951,25595
3270,2.801,4.945,25831
3271,2.804,4.938,26087
3272,2.807,4.932,26608
3273,2.809,4.925,26922
3274,2.812,4.919,27554
3275,2.815,4.912,27937
3276,2.818,4.906,28672
3277,2.821,4.899,29113
3278,2.824,4.893,29596
3279,2.826,4.886,30417
3280,2.829,4.880,30968
3281,2.832,4.873,31912
3282,2.835,4.867,32604
3283,2.838,4.860,33820
3284,2.841,4.854,34771
3285,2.844,4.847,36435
3286,2.847,4.841,37726
3287,2.850,4.834,39177
3288,2.853,4.828,41411
3289,2.856,4.821,42992
3290,2.859,4.815,45189
3291,2.862,4.808,46505
3292,2.865,4.802,48113
3293,2.868,4.795,48870
3294,2.871,4.789,49717
3295,2.874,4.782,50003
3296,2.877,4.776,50371
3297,2.880,4.769,50432
3298,2.883,4.763,50591
3299,2.886,4.756,50558
3300,2.889,4.750,50630
3301,2.893,4.743,50569
3302,2.896,4.737,50642
3303,2.899,4.730,50610
3304,2.902,4.724,50751
3305,2.905,4.717,50787
3306,2.909,4.711,51013
3307,2.912,4.704,51115
3308,2.915,4.698,51373
3309,2.918,4.691,51494
3310,2.922,4.685,51698
3311,2.925,4.678,51777
3312,2.928,4.672,51856
3313,2.932,4.665,51866
3314,2.935,4.659,51791
3315,2.938,4.652,51712
3316,2.942,4.646,51372
3317,2.945,4.639,51100
3318,2.949,4.633,50168
3319,2.952,4.626,49521
3320,2.956,4.620,47662
3321,2.959,4.613,46562
3322,2.963,4.607,43859
3323,2.966,4.600,42452
3324,2.970,4.594,39404
3325,2.973,4.587,37957
3326,2.977,4.581,35102
3327,2.980,4.574,32593
3328,2.984,4.568,31530
3329,2.987,4.561,29690
3330,2.991,4.555,28981
3331,2.995,4.548,27836
3332,2.998,4.542,27456
3333,3.002,4.535,26857
3334,3.006,4.529,26710
3335,3.009,4.522,26454
3336,3.013,4.516,26352
3337,3.017,4.509,26426
3338,3.020,4.503,26528
3339,3.024,4.496,26752
3340,3.028,4.489,27132
3341,3.032,4.483,27592
3342,3.035,4.476,28398
3343,3.039,4.470,29523
3344,3.043,4.463,30498
3345,3.047,4.457,32111
3346,3.051,4.450,33374
3347,3.055,4.444,35309
3348,3.059,4.437,37305
3349,3.063,4.431,38679
3350,3.066,4.424,40436
3351,3.070,4.418,41533
3352,3.074,4.411,42589
3353,3.078,4.405,43137
3354,3.082,4.398,43418
3355,3.086,4.392,43241
3356,3.090,4.385,43091
3357,3.094,4.379,42199
3358,3.099,4.372,40882
3359,3.103,4.366,40014
3360,3.107,4.359,38276
3361,3.111,4.353,36558
3362,3.115,4.346,35614
3363,3.119,4.340,34193
3364,3.123,4.333,33079
3365,3.128,4.327,32549
3366,3.132,4.320,31951
3367,3.136,4.314,31707
3368,3.140,4.307,31514
3369,3.144,4.301,31498
3370,3.149,4.294,31541
3371,3.153,4.288,31800
3372,3.157,4.281,32321
3373,3.162,4.275,32739
3374,3.166,4.268,33784
3375,3.170,4.262,35168
3376,3.175,4.255,36030
3377,3.179,4.249,37852
3378,3.184,4.242,39916
3379,3.188,4.236,41074
3380,3.193,4.229,43337
3381,3.197,4.223,45525
3382,3.202,4.216,47431
3383,3.206,4.210,48229
3384,3.211,4.203,49376
3385,3.215,4.197,50007
3386,3.220,4.190,50119
3387,3.224,4.184,50168
3388,3.229,4.177,49893
3389,3.234,4.171,49205
3390,3.238,4.164,48584
3391,3.243,4.158,47130
3392,3.248,4.151,45285
3393,3.253,4.145,44141
3394,3.257,4.138,42044
3395,3.262,4.132,40006
3396,3.267,4.125,38172
3397,3.272,4.119,37250
3398,3.276,4.112,35919
3399,3.281,4.106,34983
3400,3.286,4.099,34418
3401,3.291,4.093,34161
3402,3.296,4.086,34012
3403,3.301,4.080,34067
3404,3.306,4.073,34348
3405,3.311,4.067,34546
3406,3.316,4.060,35339
3407,3.321,4.054,36542
3408,3.326,4.047,38125
3409,3.331,4.041,39057
3410,3.336,4.034,41092
3411,3.341,4.028,43334
3412,3.346,4.021,45668
3413,3.351,4.015,47886
3414,3.357,4.008,48974
3415,3.362,4.002,50539
3416,3.367,3.995,51479
3417,3.372,3.988,51850
3418,3.377,3.982,51717
3419,3.383,3.975,51646
3420,3.388,3.969,50636
3421,3.393,3.962,48858
3422,3.399,3.956,46406
3423,3.404,3.949,43562
3424,3.409,3.943,40635
3425,3.415,3.936,39724
3426,3.420,3.930,37098
3427,3.426,3.923,34824
3428,3.431,3.917,32956
3429,3.437,3.910,31510
3430,3.442,3.904,30478
3431,3.448,3.897,30497
3432,3.454,3.891,29977
3433,3.459,3.884,29750
3434,3.465,3.878,29778
3435,3.470,3.871,30062
3436,3.476,3.865,30642
3437,3.482,3.858,31579
3438,3.488,3.852,32906
3439,3.493,3.845,34209
3440,3.499,3.839,36080
3441,3.505,3.832,38123
3442,3.511,3.826,40137
3443,3.517,3.819,41911
3444,3.522,3.813,43278
3445,3.528,3.806,44167
3446,3.534,3.800,44600
3447,3.540,3.793,44622
3448,3.546,3.787,44270
3449,3.552,3.780,44497
3450,3.558,3.774,43614
3451,3.564,3.767,42469
3452,3.571,3.761,41192
3453,3.577,3.754,39941
3454,3.583,3.748,38853
3455,3.589,3.741,38024
3456,3.595,3.735,37490
3457,3.601,3.728,37239
3458,3.608,3.722,37261
3459,3.614,3.715,37567
3460,3.620,3.709,38200
3461,3.627,3.702,39220
3462,3.633,3.696,40652
3463,3.640,3.689,42449
3464,3.646,3.683,44499
3465,3.652,3.676,46649
